,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
1026,NOP,NOP vs. UTA,01/06/2020,L,240,126,45,94,47.9,12,31,38.7,24,30,80.0,13,35,48,23,4,5,6,20,-2
1027,WAS,WAS vs. BOS,01/06/2020,W,240,99,39,84,46.4,7,21,33.3,14,23,60.9,7,40,47,18,8,9,14,22,5
1028,BOS,BOS @ WAS,01/06/2020,L,240,94,33,95,34.7,8,37,21.6,20,26,76.9,16,39,55,17,7,8,17,20,-5
1029,CHA,CHA vs. IND,01/06/2020,L,240,104,37,81,45.7,10,30,33.3,20,22,90.9,8,30,38,21,3,3,12,14,-11
1030,IND,IND @ CHA,01/06/2020,W,240,115,47,89,52.8,10,26,38.5,11,14,78.6,12,31,43,31,8,5,11,23,11
1031,GSW,GSW @ SAC,01/06/2020,L,240,98,34,86,39.5,5,26,19.2,25,32,78.1,10,34,44,19,13,4,19,18,-13
1032,SAC,SAC vs. GSW,01/06/2020,W,240,111,39,81,48.1,15,30,50.0,18,23,78.3,6,37,43,27,10,3,23,23,13
1033,ATL,ATL vs. DEN,01/06/2020,L,240,115,35,77,45.5,18,39,46.2,27,32,84.4,4,30,34,24,3,5,10,22,-8
1034,DEN,DEN @ ATL,01/06/2020,W,240,123,47,92,51.1,9,27,33.3,20,27,74.1,7,34,41,27,4,6,4,23,8
1035,CHI,CHI @ DAL,01/06/2020,L,240,110,46,98,46.9,9,31,29.0,9,11,81.8,17,28,45,25,10,6,9,21,-8
1036,DAL,DAL vs. CHI,01/06/2020,W,240,118,44,84,52.4,16,41,39.0,14,19,73.7,11,32,43,25,5,6,15,12,8
1037,BKN,BKN @ ORL,01/06/2020,L,240,89,32,96,33.3,10,47,21.3,15,19,78.9,12,34,46,20,11,1,13,19,-12
1038,ORL,ORL vs. BKN,01/06/2020,W,240,101,35,81,43.2,8,26,30.8,23,31,74.2,11,49,60,21,8,3,20,19,12
1039,SAS,SAS vs. MIL,01/06/2020,W,240,126,45,88,51.1,19,35,54.3,17,19,89.5,10,44,54,23,4,2,13,16,22
1040,MIL,MIL @ SAS,01/06/2020,L,240,104,38,95,40.0,15,45,33.3,13,14,92.9,10,28,38,24,5,5,8,15,-22
1041,PHI,PHI vs. OKC,01/06/2020,W,240,120,46,90,51.1,13,26,50.0,15,18,83.3,9,33,42,31,4,0,10,28,7
1042,OKC,OKC @ PHI,01/06/2020,L,240,113,40,89,44.9,12,29,41.4,21,31,67.7,14,33,47,17,3,3,13,22,-7
1043,MIA,MIA vs. POR,01/05/2020,W,240,122,47,90,52.2,18,44,40.9,10,16,62.5,11,36,47,34,4,5,11,17,11
1044,POR,POR @ MIA,01/05/2020,L,240,111,40,87,46.0,13,37,35.1,18,20,90.0,8,32,40,21,5,4,10,15,-11
1045,CLE,CLE vs. MIN,01/05/2020,L,240,103,40,84,47.6,8,25,32.0,15,19,78.9,12,32,44,15,6,2,20,13,-15
1046,MIN,MIN @ CLE,01/05/2020,W,240,118,47,95,49.5,14,38,36.8,10,13,76.9,14,29,43,32,16,8,17,19,15
1047,LAC,LAC vs. NYK,01/05/2020,W,240,135,45,83,54.2,18,32,56.3,27,33,81.8,10,32,42,25,4,3,19,27,3
1048,NYK,NYK @ LAC,01/05/2020,L,240,132,48,84,57.1,12,23,52.2,24,37,64.9,8,29,37,22,11,4,16,26,-3
1049,MEM,MEM @ PHX,01/05/2020,W,240,121,45,83,54.2,18,42,42.9,13,17,76.5,3,39,42,31,4,8,17,22,7
1050,PHX,PHX vs. MEM,01/05/2020,L,240,114,43,95,45.3,6,26,23.1,22,26,84.6,12,34,46,25,7,4,10,19,-7
1051,DET,DET @ LAL,01/05/2020,L,240,99,29,78,37.2,11,26,42.3,30,35,85.7,6,37,43,21,8,6,16,22,-7
1052,LAL,LAL vs. DET,01/05/2020,W,240,106,42,92,45.7,6,20,30.0,16,23,69.6,11,39,50,23,8,20,13,22,7
1053,WAS,WAS vs. DEN,01/04/2020,W,240,128,50,91,54.9,6,16,37.5,22,27,81.5,14,35,49,20,5,6,11,28,14
1054,DEN,DEN @ WAS,01/04/2020,L,240,114,40,87,46.0,6,29,20.7,28,34,82.4,9,24,33,18,6,2,12,23,-14
1055,SAC,SAC vs. NOP,01/04/2020,L,240,115,38,85,44.7,12,21,57.1,27,36,75.0,14,37,51,20,9,3,21,24,-2
1056,NOP,NOP @ SAC,01/04/2020,W,240,117,38,87,43.7,16,45,35.6,25,33,75.8,9,35,44,28,11,3,15,25,2
1057,IND,IND @ ATL,01/04/2020,L,240,111,36,87,41.4,10,27,37.0,29,35,82.9,13,26,39,24,8,4,11,24,-5
1058,ATL,ATL vs. IND,01/04/2020,W,240,116,42,82,51.2,10,32,31.3,22,24,91.7,4,36,40,22,8,4,14,28,5
1059,DAL,DAL vs. CHA,01/04/2020,L,265,120,47,100,47.0,15,50,30.0,11,13,84.6,14,27,41,28,7,4,10,25,-3
1060,CHA,CHA @ DAL,01/04/2020,W,265,123,42,85,49.4,11,25,44.0,28,31,90.3,16,37,53,27,5,5,18,22,3
1061,MIL,MIL vs. SAS,01/04/2020,W,240,127,43,87,49.4,17,45,37.8,24,33,72.7,7,42,49,23,4,10,9,22,9
1062,SAS,SAS @ MIL,01/04/2020,L,240,118,38,92,41.3,11,32,34.4,31,34,91.2,11,39,50,20,7,0,8,20,-9
1063,CLE,CLE vs. OKC,01/04/2020,L,240,106,39,85,45.9,14,30,46.7,14,17,82.4,9,33,42,19,4,0,15,26,-15
1064,OKC,OKC @ CLE,01/04/2020,W,240,121,43,96,44.8,14,37,37.8,21,26,80.8,18,34,52,24,6,4,12,16,15
1065,ORL,ORL vs. UTA,01/04/2020,L,240,96,38,85,44.7,11,37,29.7,9,12,75.0,9,37,46,21,6,5,10,12,-13
1066,UTA,UTA @ ORL,01/04/2020,W,240,109,42,93,45.2,16,40,40.0,9,14,64.3,14,37,51,22,3,3,8,10,13
1067,LAC,LAC vs. MEM,01/04/2020,L,240,114,45,101,44.6,7,30,23.3,17,22,77.3,14,35,49,20,3,1,13,22,-26
1068,MEM,MEM @ LAC,01/04/2020,W,240,140,49,96,51.0,18,39,46.2,24,28,85.7,11,43,54,36,8,10,9,23,26
1069,BKN,BKN vs. TOR,01/04/2020,L,240,102,32,67,47.8,13,35,37.1,25,34,73.5,6,32,38,24,4,11,24,24,-19
1070,TOR,TOR @ BKN,01/04/2020,W,240,121,44,97,45.4,13,32,40.6,20,28,71.4,15,28,43,21,10,4,8,25,19
1071,BOS,BOS @ CHI,01/04/2020,W,240,111,43,82,52.4,8,19,42.1,17,21,81.0,13,31,44,22,10,5,20,22,7
1072,CHI,CHI vs. BOS,01/04/2020,L,240,104,34,80,42.5,13,34,38.2,23,31,74.2,11,26,37,23,15,5,16,22,-7
1073,GSW,GSW vs. DET,01/04/2020,L,240,104,33,82,40.2,11,21,52.4,27,32,84.4,11,31,42,26,13,3,14,19,-7
1074,DET,DET @ GSW,01/04/2020,W,240,111,43,83,51.8,11,27,40.7,14,16,87.5,9,37,46,24,13,5,21,25,7
1075,WAS,WAS vs. POR,01/03/2020,L,240,103,38,90,42.2,11,33,33.3,16,25,64.0,14,27,41,19,5,4,13,28,-19
1076,POR,POR @ WAS,01/03/2020,W,240,122,45,88,51.1,6,25,24.0,26,33,78.8,11,30,41,16,6,7,7,21,19
1077,HOU,HOU vs. PHI,01/03/2020,W,240,118,41,86,47.7,12,32,37.5,24,32,75.0,8,38,46,22,6,3,14,24,10
1078,PHI,PHI @ HOU,01/03/2020,L,240,108,42,92,45.7,6,27,22.2,18,25,72.0,10,34,44,32,7,6,11,22,-10
1079,MIA,MIA @ ORL,01/03/2020,L,240,85,30,80,37.5,7,37,18.9,18,23,78.3,10,39,49,16,7,2,18,20,-20
1080,ORL,ORL vs. MIA,01/03/2020,W,240,105,33,81,40.7,13,35,37.1,26,29,89.7,7,37,44,25,11,4,11,17,20
1081,BOS,BOS vs. ATL,01/03/2020,W,240,109,41,93,44.1,6,25,24.0,21,29,72.4,12,42,54,23,9,7,13,16,3
1082,ATL,ATL @ BOS,01/03/2020,L,240,106,39,93,41.9,16,45,35.6,12,15,80.0,6,36,42,26,6,5,14,24,-3
1083,NYK,NYK @ PHX,01/03/2020,L,240,112,41,92,44.6,10,37,27.0,20,30,66.7,13,39,52,19,7,7,15,26,-8
1084,PHX,PHX vs. NYK,01/03/2020,W,240,120,42,90,46.7,10,28,35.7,26,33,78.8,9,39,48,28,7,3,10,25,8
1085,LAL,LAL vs. NOP,01/03/2020,W,240,123,43,86,50.0,14,29,48.3,23,28,82.1,8,39,47,29,9,4,14,14,10
1086,NOP,NOP @ LAL,01/03/2020,L,240,113,48,102,47.1,11,37,29.7,6,7,85.7,9,31,40,24,4,10,12,20,-10
1087,MIN,MIN vs. GSW,01/02/2020,W,240,99,38,95,40.0,13,43,30.2,10,17,58.8,17,35,52,22,7,7,15,20,15
1088,GSW,GSW @ MIN,01/02/2020,L,240,84,33,77,42.9,3,20,15.0,15,21,71.4,7,36,43,20,9,1,17,20,-15
1089,SAC,SAC vs. MEM,01/02/2020,W,240,128,44,90,48.9,14,34,41.2,26,31,83.9,7,34,41,26,9,8,13,24,5
1090,MEM,MEM @ SAC,01/02/2020,L,240,123,45,93,48.4,13,34,38.2,20,21,95.2,8,34,42,31,4,0,17,25,-5
1091,DAL,DAL vs. BKN,01/02/2020,W,240,123,45,89,50.6,18,38,47.4,15,17,88.2,12,34,46,22,4,8,14,21,12
1092,BKN,BKN @ DAL,01/02/2020,L,240,111,42,91,46.2,12,37,32.4,15,17,88.2,12,32,44,29,5,1,12,21,-12
1093,DEN,DEN @ IND,01/02/2020,W,240,124,46,87,52.9,8,27,29.6,24,27,88.9,15,32,47,27,7,2,10,21,8
1094,IND,IND vs. DEN,01/02/2020,L,240,116,43,82,52.4,12,26,46.2,18,25,72.0,9,25,34,32,7,3,9,21,-8
1095,MIA,MIA vs. TOR,01/02/2020,W,240,84,33,81,40.7,12,37,32.4,6,11,54.5,9,41,50,23,6,4,16,13,8
1096,TOR,TOR @ MIA,01/02/2020,L,240,76,28,89,31.5,6,42,14.3,14,17,82.4,13,35,48,20,4,6,11,12,-8
1097,CHA,CHA @ CLE,01/02/2020,W,240,109,37,83,44.6,15,38,39.5,20,24,83.3,10,29,39,25,5,0,11,15,3
1098,CLE,CLE vs. CHA,01/02/2020,L,240,106,41,81,50.6,13,35,37.1,11,14,78.6,7,35,42,26,6,3,15,22,-3
1099,DET,DET @ LAC,01/02/2020,L,240,112,40,94,42.6,7,33,21.2,25,35,71.4,12,33,45,20,10,1,11,23,-14
1100,LAC,LAC vs. DET,01/02/2020,W,240,126,50,92,54.3,11,28,39.3,15,21,71.4,11,40,51,29,6,11,15,22,14
1101,UTA,UTA @ CHI,01/02/2020,W,240,102,37,76,48.7,11,30,36.7,17,22,77.3,7,35,42,24,5,6,17,17,4
1102,CHI,CHI vs. UTA,01/02/2020,L,240,98,37,94,39.4,11,36,30.6,13,17,76.5,15,30,45,22,8,5,11,15,-4
1103,SAS,SAS vs. OKC,01/02/2020,L,240,103,40,92,43.5,13,31,41.9,10,12,83.3,14,31,45,22,1,8,9,22,-6
1104,OKC,OKC @ SAS,01/02/2020,W,240,109,43,89,48.3,9,25,36.0,14,20,70.0,8,35,43,19,7,6,4,14,6
1105,WAS,WAS vs. ORL,01/01/2020,L,240,101,33,87,37.9,9,31,29.0,26,31,83.9,9,37,46,18,5,4,13,23,-21
1106,ORL,ORL @ WAS,01/01/2020,W,240,122,45,95,47.4,12,32,37.5,20,27,74.1,11,41,52,25,11,6,9,21,21
1107,MIL,MIL vs. MIN,01/01/2020,W,240,106,40,94,42.6,9,36,25.0,17,26,65.4,12,48,60,24,4,12,17,22,2
1108,MIN,MIN @ MIL,01/01/2020,L,240,104,34,91,37.4,15,46,32.6,21,28,75.0,6,42,48,18,7,8,12,25,-2
1109,NYK,NYK vs. POR,01/01/2020,W,240,117,47,98,48.0,14,36,38.9,9,14,64.3,9,46,55,29,3,6,7,14,24
1110,POR,POR @ NYK,01/01/2020,L,240,93,37,94,39.4,10,32,31.3,9,15,60.0,10,37,47,17,4,5,9,11,-24
1111,LAL,LAL vs. PHX,01/01/2020,W,240,117,43,90,47.8,7,28,25.0,24,34,70.6,13,32,45,25,9,5,13,17,10
1112,PHX,PHX @ LAL,01/01/2020,L,240,107,42,86,48.8,6,23,26.1,17,23,73.9,11,36,47,32,7,3,15,28,-10
1113,DAL,DAL @ OKC,12/31/2019,L,240,101,33,93,35.5,15,51,29.4,20,27,74.1,17,32,49,19,5,4,11,24,-5
1114,OKC,OKC vs. DAL,12/31/2019,W,240,106,39,91,42.9,6,27,22.2,22,28,78.6,18,38,56,18,7,5,12,21,5
1115,TOR,TOR vs. CLE,12/31/2019,W,240,117,40,84,47.6,17,39,43.6,20,25,80.0,10,35,45,29,5,7,12,15,20
1116,CLE,CLE @ TOR,12/31/2019,L,240,97,37,87,42.5,10,38,26.3,13,16,81.3,8,33,41,21,5,4,15,19,-20
1117,CHA,CHA vs. BOS,12/31/2019,L,240,92,34,86,39.5,12,34,35.3,12,16,75.0,8,33,41,25,7,4,17,16,-17
1118,BOS,BOS @ CHA,12/31/2019,W,240,109,44,97,45.4,14,38,36.8,7,10,70.0,15,39,54,25,12,9,13,16,17
1119,LAC,LAC @ SAC,12/31/2019,W,240,105,36,88,40.9,12,36,33.3,21,22,95.5,14,37,51,21,9,2,12,17,18
1120,SAC,SAC vs. LAC,12/31/2019,L,240,87,33,80,41.3,8,28,28.6,13,19,68.4,11,30,41,20,8,5,16,23,-18
1121,IND,IND vs. PHI,12/31/2019,W,240,115,42,86,48.8,11,25,44.0,20,26,76.9,5,33,38,35,3,6,6,16,18
1122,PHI,PHI @ IND,12/31/2019,L,240,97,37,91,40.7,6,29,20.7,17,20,85.0,14,33,47,24,4,6,15,22,-18
1123,DEN,DEN @ HOU,12/31/2019,L,240,104,45,97,46.4,8,25,32.0,6,9,66.7,14,25,39,25,7,5,16,22,-26
1124,HOU,HOU vs. DEN,12/31/2019,W,240,130,46,87,52.9,16,34,47.1,22,31,71.0,13,30,43,20,6,7,15,17,26
1125,GSW,GSW @ SAS,12/31/2019,L,265,113,44,96,45.8,12,27,44.4,13,18,72.2,9,35,44,31,5,6,9,14,-4
1126,SAS,SAS vs. GSW,12/31/2019,W,265,117,45,96,46.9,14,31,45.2,13,17,76.5,10,43,53,30,6,6,10,18,4
1127,MIA,MIA @ WAS,12/30/2019,L,240,105,33,73,45.2,10,28,35.7,29,39,74.4,10,34,44,18,5,1,19,22,-18
1128,WAS,WAS vs. MIA,12/30/2019,W,240,123,43,84,51.2,17,37,45.9,20,30,66.7,9,31,40,26,13,6,10,27,18
1129,BKN,BKN @ MIN,12/30/2019,L,265,115,40,99,40.4,15,41,36.6,20,27,74.1,7,51,58,22,4,6,17,25,-7
1130,MIN,MIN vs. BKN,12/30/2019,W,265,122,42,104,40.4,17,44,38.6,21,29,72.4,11,49,60,20,12,8,14,22,7
1131,DET,DET @ UTA,12/30/2019,L,240,81,30,79,38.0,4,14,28.6,17,23,73.9,10,33,43,14,10,5,17,20,-23
1132,UTA,UTA vs. DET,12/30/2019,W,240,104,39,83,47.0,10,26,38.5,16,20,80.0,9,37,46,20,7,6,15,21,23
1133,POR,POR vs. PHX,12/30/2019,L,240,116,44,96,45.8,14,34,41.2,14,18,77.8,10,32,42,24,5,4,9,19,-6
1134,PHX,PHX @ POR,12/30/2019,W,240,122,44,92,47.8,13,23,56.5,21,22,95.5,10,34,44,29,6,4,11,17,6
1135,ORL,ORL vs. ATL,12/30/2019,L,240,93,37,89,41.6,5,25,20.0,14,24,58.3,11,29,40,22,9,6,9,17,-8
1136,ATL,ATL @ ORL,12/30/2019,W,240,101,39,81,48.1,9,29,31.0,14,17,82.4,11,41,52,21,8,4,21,20,8
1137,MIL,MIL @ CHI,12/30/2019,W,240,123,46,84,54.8,11,32,34.4,20,24,83.3,10,49,59,29,6,9,18,17,21
1138,CHI,CHI vs. MIL,12/30/2019,L,240,102,40,107,37.4,17,44,38.6,5,8,62.5,14,29,43,26,10,2,10,20,-21
1139,HOU,HOU @ NOP,12/29/2019,L,240,112,42,81,51.9,15,39,38.5,13,20,65.0,8,33,41,29,5,3,17,16,-15
1140,NOP,NOP vs. HOU,12/29/2019,W,240,127,50,102,49.0,18,44,40.9,9,13,69.2,14,32,46,32,9,4,9,17,15
1141,CHA,CHA @ MEM,12/29/2019,L,240,104,37,86,43.0,9,31,29.0,21,32,65.6,11,31,42,23,8,4,14,19,-13
1142,MEM,MEM vs. CHA,12/29/2019,W,240,117,45,93,48.4,10,35,28.6,17,17,100,14,37,51,30,5,5,14,20,13
1143,TOR,TOR vs. OKC,12/29/2019,L,240,97,35,83,42.2,15,40,37.5,12,12,100,8,34,42,21,7,2,17,20,-1
1144,OKC,OKC @ TOR,12/29/2019,W,240,98,34,78,43.6,10,33,30.3,20,23,87.0,8,35,43,15,8,6,17,14,1
1145,SAC,SAC @ DEN,12/29/2019,L,240,115,45,85,52.9,13,34,38.2,12,17,70.6,9,26,35,32,5,4,14,26,-5
1146,DEN,DEN vs. SAC,12/29/2019,W,240,120,42,81,51.9,8,29,27.6,28,31,90.3,10,27,37,23,6,4,12,18,5
1147,LAL,LAL vs. DAL,12/29/2019,W,240,108,38,78,48.7,9,23,39.1,23,28,82.1,6,33,39,28,12,7,16,23,13
1148,DAL,DAL @ LAL,12/29/2019,L,240,95,32,89,36.0,13,43,30.2,18,20,90.0,13,32,45,17,11,4,19,23,-13
1149,IND,IND @ NOP,12/28/2019,L,240,98,33,85,38.8,6,28,21.4,26,29,89.7,12,34,46,17,6,2,18,16,-22
1150,NOP,NOP vs. IND,12/28/2019,W,240,120,43,93,46.2,18,42,42.9,16,20,80.0,11,38,49,25,9,2,13,18,22
1151,WAS,WAS vs. NYK,12/28/2019,L,240,100,33,96,34.4,10,25,40.0,24,31,77.4,14,35,49,16,15,3,12,22,-7
1152,NYK,NYK @ WAS,12/28/2019,W,240,107,38,85,44.7,11,31,35.5,20,26,76.9,11,45,56,25,5,5,22,25,7
1153,CLE,CLE @ MIN,12/28/2019,W,240,94,32,77,41.6,4,20,20.0,26,36,72.2,14,46,60,13,9,4,29,21,6
1154,MIN,MIN vs. CLE,12/28/2019,L,240,88,33,93,35.5,8,37,21.6,14,19,73.7,14,26,40,17,17,8,18,29,-6
1155,DEN,DEN vs. MEM,12/28/2019,W,240,119,45,93,48.4,9,29,31.0,20,27,74.1,10,33,43,28,9,4,10,20,9
1156,MEM,MEM @ DEN,12/28/2019,L,240,110,41,84,48.8,9,30,30.0,19,25,76.0,11,34,45,32,5,5,17,24,-9
1157,PHX,PHX @ SAC,12/28/2019,W,240,112,45,86,52.3,9,26,34.6,13,15,86.7,7,33,40,30,10,2,14,21,2
1158,SAC,SAC vs. PHX,12/28/2019,L,240,110,41,84,48.8,12,31,38.7,16,24,66.7,7,29,36,19,3,4,12,16,-2
1159,MIL,MIL vs. ORL,12/28/2019,W,240,111,43,84,51.2,13,37,35.1,12,18,66.7,14,44,58,30,6,5,25,13,11
1160,ORL,ORL @ MIL,12/28/2019,L,240,100,35,87,40.2,14,35,40.0,16,19,84.2,5,29,34,21,16,7,11,17,-11
1161,POR,POR vs. LAL,12/28/2019,L,240,120,41,86,47.7,15,35,42.9,23,27,85.2,9,30,39,18,4,8,16,22,-8
1162,LAL,LAL @ POR,12/28/2019,W,240,128,47,91,51.6,11,32,34.4,23,28,82.1,11,33,44,32,6,7,11,25,8
1163,MIA,MIA vs. PHI,12/28/2019,W,265,117,42,94,44.7,10,28,35.7,23,29,79.3,8,35,43,26,6,4,8,21,1
1164,PHI,PHI @ MIA,12/28/2019,L,265,116,42,89,47.2,10,30,33.3,22,29,75.9,8,39,47,24,5,4,11,24,-1
1165,BKN,BKN @ HOU,12/28/2019,L,240,98,37,92,40.2,11,39,28.2,13,21,61.9,9,38,47,24,7,5,15,15,-10
1166,HOU,HOU vs. BKN,12/28/2019,W,240,108,44,101,43.6,13,42,31.0,7,16,43.8,16,38,54,16,7,6,14,15,10
1167,LAC,LAC vs. UTA,12/28/2019,L,240,107,35,95,36.8,12,40,30.0,25,27,92.6,16,30,46,22,9,4,8,18,-13
1168,UTA,UTA @ LAC,12/28/2019,W,240,120,45,86,52.3,17,35,48.6,13,17,76.5,6,41,47,25,4,2,13,20,13
1169,BOS,BOS vs. TOR,12/28/2019,L,240,97,31,78,39.7,7,32,21.9,28,36,77.8,7,24,31,18,11,4,15,17,-16
1170,TOR,TOR @ BOS,12/28/2019,W,240,113,44,84,52.4,14,34,41.2,11,17,64.7,15,38,53,27,8,3,22,32,16
1171,CHI,CHI vs. ATL,12/28/2019,W,240,116,43,87,49.4,15,31,48.4,15,19,78.9,13,38,51,22,13,5,17,15,35
1172,ATL,ATL @ CHI,12/28/2019,L,240,81,32,86,37.2,9,34,26.5,8,11,72.7,9,30,39,24,8,5,21,16,-35
1173,DET,DET @ SAS,12/28/2019,L,240,109,40,90,44.4,12,36,33.3,17,30,56.7,10,30,40,20,9,5,11,15,-27
1174,SAS,SAS vs. DET,12/28/2019,W,240,136,53,93,57.0,18,35,51.4,12,15,80.0,7,44,51,30,8,7,11,20,27
1175,DAL,DAL @ GSW,12/28/2019,W,240,141,48,92,52.2,24,51,47.1,21,21,100,9,37,46,35,11,7,13,17,20
1176,GSW,GSW vs. DAL,12/28/2019,L,240,121,45,93,48.4,18,39,46.2,13,17,76.5,9,33,42,28,4,3,13,19,-20
1177,OKC,OKC @ CHA,12/27/2019,W,265,104,40,89,44.9,5,31,16.1,19,31,61.3,10,39,49,19,8,4,14,23,2
1178,CHA,CHA vs. OKC,12/27/2019,L,265,102,42,101,41.6,7,39,17.9,11,18,61.1,17,37,54,26,8,4,15,27,-2
1179,ATL,ATL vs. MIL,12/27/2019,L,240,86,33,91,36.3,12,41,29.3,8,14,57.1,8,38,46,20,10,8,18,18,-26
1180,MIL,MIL @ ATL,12/27/2019,W,240,112,46,91,50.5,11,28,39.3,9,13,69.2,6,50,56,29,9,8,18,13,26
1181,MIA,MIA vs. IND,12/27/2019,W,240,113,40,89,44.9,16,38,42.1,17,19,89.5,14,42,56,29,3,2,13,12,1
1182,IND,IND @ MIA,12/27/2019,L,240,112,44,90,48.9,14,31,45.2,10,12,83.3,2,32,34,27,8,4,4,16,-1
1183,ORL,ORL vs. PHI,12/27/2019,W,240,98,37,88,42.0,10,30,33.3,14,23,60.9,10,38,48,26,4,5,16,21,1
1184,PHI,PHI @ ORL,12/27/2019,L,240,97,35,87,40.2,10,29,34.5,17,21,81.0,7,38,45,23,10,3,16,22,-1
1185,CLE,CLE @ BOS,12/27/2019,L,240,117,44,85,51.8,9,23,39.1,20,29,69.0,6,32,38,22,7,3,11,17,-12
1186,BOS,BOS vs. CLE,12/27/2019,W,240,129,49,95,51.6,14,40,35.0,17,19,89.5,12,31,43,28,4,10,11,23,12
1187,PHX,PHX @ GSW,12/27/2019,L,240,96,35,75,46.7,7,33,21.2,19,24,79.2,11,38,49,22,6,1,27,21,-9
1188,GSW,GSW vs. PHX,12/27/2019,W,240,105,38,92,41.3,9,27,33.3,20,25,80.0,11,30,41,22,10,5,11,17,9
1189,MEM,MEM @ OKC,12/26/2019,W,240,110,46,84,54.8,10,25,40.0,8,11,72.7,8,42,50,26,6,8,16,14,13
1190,OKC,OKC vs. MEM,12/26/2019,L,240,97,38,92,41.3,10,35,28.6,11,13,84.6,7,27,34,23,11,4,9,14,-13
1191,SAC,SAC vs. MIN,12/26/2019,L,290,104,37,107,34.6,9,39,23.1,21,25,84.0,16,51,67,20,8,8,12,23,-1
1192,MIN,MIN @ SAC,12/26/2019,W,290,105,36,104,34.6,10,46,21.7,23,29,79.3,14,51,65,23,7,5,15,20,1
1193,SAS,SAS @ DAL,12/26/2019,L,240,98,40,83,48.2,8,29,27.6,10,15,66.7,5,40,45,18,9,7,13,16,-4
1194,DAL,DAL vs. SAS,12/26/2019,W,240,102,38,90,42.2,16,40,40.0,10,15,66.7,13,39,52,22,7,3,14,11,4
1195,UTA,UTA vs. POR,12/26/2019,W,240,121,46,81,56.8,14,36,38.9,15,22,68.2,7,34,41,22,3,1,11,18,6
1196,POR,POR @ UTA,12/26/2019,L,240,115,43,89,48.3,15,34,44.1,14,19,73.7,11,32,43,14,4,1,12,21,-6
1197,DET,DET vs. WAS,12/26/2019,W,240,132,46,86,53.5,19,48,39.6,21,26,80.8,11,37,48,32,5,5,15,23,30
1198,WAS,WAS @ DET,12/26/2019,L,240,102,38,92,41.3,7,24,29.2,19,27,70.4,18,26,44,18,7,5,12,25,-30
1199,BKN,BKN vs. NYK,12/26/2019,L,240,82,21,78,26.9,13,50,26.0,27,36,75.0,9,41,50,17,3,3,13,19,-12
1200,NYK,NYK @ BKN,12/26/2019,W,240,94,37,92,40.2,9,29,31.0,11,15,73.3,13,47,60,16,6,2,14,27,12
1201,TOR,TOR vs. BOS,12/25/2019,L,240,102,38,80,47.5,8,23,34.8,18,22,81.8,7,27,34,17,13,7,17,13,-16
1202,BOS,BOS @ TOR,12/25/2019,W,240,118,46,92,50.0,14,33,42.4,12,14,85.7,13,32,45,26,7,3,19,22,16
1203,DEN,DEN vs. NOP,12/25/2019,L,240,100,37,92,40.2,12,37,32.4,14,18,77.8,13,27,40,24,10,4,12,15,-12
1204,NOP,NOP @ DEN,12/25/2019,W,240,112,41,90,45.6,18,43,41.9,12,12,100,14,38,52,23,9,5,19,14,12
1205,LAL,LAL vs. LAC,12/25/2019,L,240,106,39,96,40.6,12,45,26.7,16,21,76.2,12,30,42,24,11,10,13,23,-5
1206,LAC,LAC @ LAL,12/25/2019,W,240,111,39,85,45.9,9,25,36.0,24,32,75.0,13,37,50,24,6,6,16,17,5
1207,GSW,GSW vs. HOU,12/25/2019,W,240,116,41,87,47.1,9,28,32.1,25,28,89.3,11,43,54,27,7,8,16,18,12
1208,HOU,HOU @ GSW,12/25/2019,L,240,104,37,100,37.0,16,51,31.4,14,16,87.5,14,35,49,19,8,3,12,25,-12
1209,MIL,MIL @ PHI,12/25/2019,L,240,109,45,95,47.4,13,33,39.4,6,8,75.0,8,39,47,23,6,6,10,15,-12
1210,PHI,PHI vs. MIL,12/25/2019,W,240,121,44,101,43.6,21,44,47.7,12,15,80.0,14,35,49,29,9,7,8,12,12
1211,MEM,MEM vs. SAS,12/23/2019,L,240,115,45,96,46.9,15,37,40.5,10,16,62.5,11,24,35,28,7,0,13,19,-30
1212,SAS,SAS @ MEM,12/23/2019,W,240,145,60,89,67.4,15,24,62.5,10,14,71.4,4,42,46,36,9,4,12,14,30
1213,HOU,HOU @ SAC,12/23/2019,W,240,113,39,87,44.8,15,39,38.5,20,23,87.0,6,33,39,18,10,3,11,22,9
1214,SAC,SAC vs. HOU,12/23/2019,L,240,104,41,87,47.1,7,30,23.3,15,23,65.2,11,38,49,20,4,4,19,24,-9
1215,TOR,TOR @ IND,12/23/2019,L,265,115,43,94,45.7,11,40,27.5,18,24,75.0,12,38,50,30,6,8,16,22,-5
1216,IND,IND vs. TOR,12/23/2019,W,265,120,45,95,47.4,18,42,42.9,12,20,60.0,13,32,45,34,7,8,14,22,5
1217,NOP,NOP @ POR,12/23/2019,W,240,102,38,93,40.9,15,35,42.9,11,16,68.8,13,42,55,23,6,6,13,19,8
1218,POR,POR vs. NOP,12/23/2019,L,240,94,37,91,40.7,4,29,13.8,16,18,88.9,8,40,48,17,6,6,11,17,-8
1219,DET,DET vs. PHI,12/23/2019,L,240,109,43,84,51.2,10,30,33.3,13,18,72.2,6,24,30,27,9,1,14,14,-16
